Country,IFF,VoiceAcct,PoliStabNoViolence,GovtEffect,RegQua,RuleofLaw,ContofCorrup,undp_hdi,hdi_life_exp,hdi_educ,hdi_income,vulnerable_employment,aid_percentage_gni,pop,gdppc,urban,lifeexp,Year
Comoros,11,-0.291619182,-0.232791469,-1.610551596,-1.069913149,-0.846451938,-0.744379461,0.498,0.781,0.657,0.658,44.97,2.77,752438,607,28,63,6
Costa Rica,2028,1.151597261,0.682025492,0.331427366,0.677503824,0.514803171,0.718856454,0.797,0.916,0.71,0.778,21.14,0.2060085,4847805,19141.68,76.862,79.565,6
Croatia,2993,0.555522323,0.590728045,0.486154109,0.252695084,0.149195537,0.228570417,0.84,0.891,0.802,0.83,10.47,0,4203604,24562.45,56.155,77.2756,6
Djibouti,33,-1.41282475,-0.443531573,-0.993094265,-0.731976092,-0.928441048,-0.675951064,0.476,0.781,0.657,0.658,44.97,2.77,818159,3273,79,64,6
Dominica,14.333,0.878904223,1.077941298,0.206439584,0.254842758,0.737986147,0.625726938,0.724,0.781,0.657,0.658,44.97,2.77,73746,7693,71,75,6
Dominican Republic,1958,0.154281542,0.236706421,-0.367906868,0.030106442,-0.511419415,-0.852156758,0.738,0.819,0.652,0.754,41.18,0.4103306,10281675,15328.36,78.566,73.241,6
Ecuador,2109,-0.211743653,-0.143955871,-0.362452775,-1.118197322,-0.940620899,-0.650072634,0.764,0.864,0.717,0.719,41.6,0.3261112,16212022,11896.38,63.398,76.143,6
Egypt,5763,0.6485852,-0.212992936,0.116498068,0.224308655,0.036860969,-0.043698575,0.691,0.789,0.597,0.701,25.45,0.7799808,92442549,10570.45,42.785,71.302,6
El Salvador,981,0.152402803,-0.016997365,-0.262551725,0.084750853,-0.597598195,-0.424086303,0.668,0.806,0.562,0.657,36,0.4014071,6325121,8143.225,69.7,72.412,6
Ethiopia,524,-1.298228741,-1.498187423,-0.659599066,-1.0364573,-0.5109846,-0.453527302,0.462,0.693,0.327,0.434,86.33,5.035052,100835453,1779.084,19.428,65.048,6
Fiji,306,0.027792843,0.580308676,-0.292020977,-0.218076706,-0.33802101,0.424588889,0.727,0.781,0.657,0.658,44.97,2.77,837271,839,56,67,6
Gabon,451,-0.894542098,0.021186959,-0.726703584,-0.7124089,-0.546785116,-0.700949013,0.694,0.781,0.657,0.658,44.97,2.77,1545255,16843,87,65,6
Georgia,459,0.274601668,-0.466081887,0.326052338,0.765643656,0.242611408,0.732019842,0.79,0.815,0.831,0.727,52.27,3.071655,3725276,12605.14,57.448,72.973,6
Ghana,2029,0.488428712,-0.032099333,-0.288247645,-0.090659901,0.138806775,-0.186141491,0.59,0.658,0.538,0.579,69.91,3.694574,27849203,4662.303,54.086,62.772,6
Guatemala,1991,-0.346393049,-0.655060232,-0.739520848,-0.307585031,-0.936158717,-0.759712815,0.652,0.819,0.512,0.661,36.93,0.6775807,15567419,8125.656,49.971,73.25,6
Guinea,188,-0.857851386,-0.386988342,-1.156280398,-0.879648924,-1.175860643,-0.992457926,0.414,0.781,0.657,0.658,44.97,2.77,10221808,523,35,59,6
Guyana,216,0.18409121,-0.139650807,-0.322603822,-0.513476372,-0.524586558,-0.632807255,0.638,0.781,0.657,0.658,44.97,2.77,746900,4037,28,67,6
Honduras,929,-0.421742618,-0.468914419,-0.826377571,-0.399070054,-0.926171958,-0.566912591,0.618,0.838,0.479,0.589,41.76,2.765288,9112904,5283.417,55.165,74.495,6
Hungary,21698,0.559989512,0.746297717,0.546788156,0.762045562,0.404038519,0.147093385,0.842,0.862,0.823,0.842,5.75,0,9843028,27499.32,70.5,75.5683,6
India,28567,0.427884758,-0.948493361,0.109133676,-0.405677319,-0.050012629,-0.381759197,0.624,0.748,0.54,0.602,77.08,0.152673,1310152392,5464.394,32.777,68.607,6
Indonesia,17,0.184871241,-0.615060687,-0.296328127,-0.141089961,-0.405085534,-0.495113581,0.695,0.781,0.622,0.693,47.49,-0.0034194,258383257,10149.6,53.313,70.768,6
Iraq,36,-1.12793541,-2.260351896,-1.173539996,-1.127435923,-1.546893239,-1.415926814,0.651,0.781,0.657,0.658,44.97,2.77,29671605,5916,70,67,6
Jamaica,407,0.608786047,0.096484482,0.327525228,0.031761814,-0.170280457,-0.258115828,0.719,0.781,0.657,0.658,44.97,2.77,2702000,5220,54,74,6
Jordan,1231,-0.769376814,-0.605778575,0.145525068,0.112906821,0.436740309,0.272945017,0.73,0.832,0.674,0.693,9.990001,5.611529,9266573,10145.84,90.256,74.078,6
Kazakhstan,2034,-1.16378212,-0.035000283,-0.110271521,-0.074353531,-0.497048259,-0.849363565,0.806,0.79,0.806,0.822,25.62,0.0472882,17542806,24290.42,57.191,71.97,6
Kenya,1122,-0.146352023,-1.244405627,-0.357313097,-0.350200027,-0.489032924,-1.006059408,0.587,0.689,0.534,0.549,53.32,3.89834,47878339,3824.759,25.658,64.798,6
Kiribati,3,0.978945374,0.843560576,-0.477987379,-0.884047091,-0.143192455,0.214825928,0.612,0.781,0.657,0.658,44.97,2.77,102697,1624,46,69,6
Kuwait,2382,-0.663655162,-0.213420272,-0.034599941,-0.176680192,-0.001405323,-0.230124101,0.803,0.781,0.657,0.658,44.97,2.77,2818042,28465,98,78,6
Lebanon,1704,-0.462539732,-1.702586532,-0.364741653,-0.345974267,-0.789825678,-0.880549967,0.744,0.904,0.593,0.768,27.63,1.95454,6532681,16299.21,88.106,78.768,6
Lesotho,39,0.11473237,-0.308428764,-0.720031857,-0.44366926,-0.178320691,0.041506175,0.503,0.478,0.516,0.518,48.33,3.277241,2059011,2701.422,26.908,51.038,6
Libya,1442,-1.339936852,-2.196628332,-1.459648013,-2.218065977,-1.508402467,-1.56126523,0.716,0.781,0.657,0.658,44.97,2.77,6461454,6249,78,72,6
Madagascar,320,-0.380756259,-0.427362889,-1.303598404,-0.789259017,-0.683734894,-0.858888447,0.498,0.781,0.657,0.658,44.97,2.77,21281844,1476,35,67,6
Malawi,152,-0.004132373,0.031896144,-0.71234268,-0.844942272,-0.316200823,-0.773165464,0.468,0.645,0.457,0.347,60.22,17.05356,16745305,1432.085,16.313,61.953,6
Malaysia,26807,-0.391466588,0.258957565,0.958086252,0.716391206,0.42457667,0.211023852,0.796,0.853,0.713,0.829,22.06,-0.000205,30270965,24787.82,74.213,75.461,6
Maldives,129,-0.517903209,0.420671523,-0.349228293,-0.418876857,-0.574836671,-0.472467184,0.704,0.781,0.657,0.658,44.97,2.77,319738,15292,100,77,6
Mali,231.6,-0.197715268,-1.685663939,-0.929319561,-0.613501191,-0.731496513,-0.680633843,0.417,0.577,0.274,0.459,81.69,9.38122,17438772,2139.736,39.991,57.509,6
Mauritania,179,-0.888245821,-0.63780123,-1.025568247,-0.891417444,-0.883559704,-0.911429107,0.52,0.781,0.657,0.658,44.97,2.77,3205060,416,39,63,6
Mauritius,359,0.826210618,0.998615384,1.160920143,1.146081328,0.868463099,0.254001796,0.777,0.781,0.657,0.658,44.97,2.77,1270000,9703,41,74,6
Mexico,22359,-0.07534714,-0.798699081,0.151816562,0.290273994,-0.43499878,-0.867699027,0.766,0.845,0.672,0.791,27.74,0.0281245,121858251,19268.91,79.285,74.904,6
Moldova,274,0.028605409,-0.327440172,-0.652528584,-0.06467668,-0.358620942,-0.915585756,0.736,0.792,0.709,0.709,36.37,3.814438,2834530,10360.83,42.49,71.478,6
Mongolia,190,0.270271778,0.716384351,-0.410802335,-0.349960804,-0.371399164,-0.484458685,0.735,0.756,0.752,0.699,49.38,2.191207,2998433,11022.98,68.23,69.111,6
Morocco,6253,-0.630448699,-0.341487408,-0.111680008,-0.081451699,-0.161094025,-0.261249363,0.658,0.857,0.518,0.642,49.45,1.529835,34663608,7126.67,60.809,75.726,6
Mozambique,209.22,-0.270693123,-0.513895094,-0.783558726,-0.542803109,-0.851320684,-0.759358644,0.433,0.572,0.373,0.38,83.63,11.62315,27042001,1262.613,34.4,57.206,6
Myanmar,1378,-1.218976498,-1.165066719,-1.25729239,-1.23648262,-1.252220035,-0.831322014,0.557,0.705,0.436,0.562,61.72,1.998314,52680724,4268.5,29.858,65.81,6
Namibia,190,0.578454077,0.733112812,0.326937437,0.060203824,0.258722186,0.299405813,0.638,0.648,0.569,0.703,27.4,1.2581,2314901,10662.83,46.9,62.119,6
Nepal,143,-0.415430844,-0.998334587,-1.068261385,-0.810000598,-0.681917131,-0.576670051,0.583,0.762,0.509,0.512,78.28,4.956248,27015033,3331.872,18.557,69.515,6
Nicaragua,709,-0.414745241,-0.086607538,-0.819911599,-0.400962591,-0.743785203,-0.882364571,0.652,0.825,0.555,0.605,39.29,3.732727,6223234,5630.406,57.895,73.649,6
Niger,65,-0.204202279,-1.066546202,-0.691085339,-0.759863615,-0.577400088,-0.650866568,0.348,0.781,0.657,0.658,44.97,2.77,15400000,405,17,61,6
Nigeria,2574,-0.372613758,-1.925442815,-0.971849918,-0.866751492,-0.967466533,-1.070220828,0.526,0.509,0.474,0.601,81.99001,0.512988,181137454,5514.771,47.838,53.112,6
North Macedonia,857,-0.181890145,-0.287016064,0.00162897,0.373514771,-0.216180369,-0.238546744,0.761,0.852,0.689,0.752,21.82,2.197265,2079308,12759.82,57.408,75.406,6
Oman,1813,-1.061446548,0.783339798,0.079835407,0.570452392,0.37357989,0.264559597,0.702,0.781,0.657,0.658,44.97,2.77,2845000,16482,77,76,6
Pakistan,3600,-0.722057998,-2.482707977,-0.667266607,-0.629328847,-0.759480298,-0.806425869,0.536,0.717,0.372,0.576,59.18,1.415273,199426953,4278.347,36.026,66.577,6
Panama,620,0.558526039,0.386077255,0.311004341,0.460751683,-0.120523445,-0.409979105,0.788,0.781,0.657,0.658,44.97,2.77,3367000,11635,79,76,6
Papua New Guinea,740,0.044756237,-0.422148317,-0.604418278,-0.556469917,-0.844609261,-0.927550018,0.516,0.781,0.657,0.658,44.97,2.77,6187591,2898,13,67,6
Paraguay,636,-0.069923989,0.038498022,-0.977565348,-0.188118786,-0.625590086,-0.998630822,0.721,0.826,0.635,0.715,38.78,0.17268,6688746,11828.14,60.75,73.662,6
Peru,3770,0.227381259,-0.397571415,-0.337474614,0.452517569,-0.479866028,-0.580630243,0.759,0.858,0.709,0.719,50,0.1826617,30470739,12110.27,77.357,75.792,6
Philippines,11010,0.147082418,-0.855662465,0.195475072,0.070757523,-0.397609949,-0.456914037,0.701,0.779,0.665,0.665,37.88,0.1508051,102113206,7300.136,46.284,70.644,6
Poland,48089,1.039753795,0.874852359,0.76821363,0.965730309,0.827783585,0.726477802,0.863,0.89,0.855,0.845,17.31,0,37986412,27797.06,60.278,77.4512,6
Qatar,2210,-1.144763827,0.996630371,0.951725841,0.674460411,0.766341507,0.887969553,0.839,0.919,0.642,1,0.14,0,2565708,95965.25,98.945,79.758,6
Romania,12253,0.48615095,0.189114437,0.1281012,0.581416547,0.226327732,-0.143834993,0.815,0.853,0.767,0.826,27.85,0,19815616,23878.19,53.887,74.9122,6
Russian Federation,22971,-1.087740898,-1.029335141,-0.294513345,-0.559952319,-0.798314273,-0.952242792,0.809,0.792,0.804,0.833,5.91,0,144096870,25488.1,74.05,71.1834,6
Rwanda,52,-1.135478735,0.013241149,-0.107887827,0.163695201,0.05940634,0.615097165,0.526,0.73,0.452,0.44,68.38,12.99365,11369066,1889.158,17.004,67.45,6
Samoa,19,0.735848963,1.183973908,0.635636926,-0.072437108,0.777600169,0.32909596,0.702,0.781,0.657,0.658,44.97,2.77,187820,4262,87,73,6
Saudi Arabia,12875,-1.842693925,-0.626398981,0.198126718,0.021444058,0.115081936,0.047485378,0.847,0.781,0.657,0.658,44.97,2.77,27362214,20732,84,75,6
Senegal,581,0.283083826,-0.116664805,-0.449007273,-0.20640099,-0.141871631,0.055391118,0.506,0.719,0.354,0.509,65.72,5.001391,14578450,2966.455,45.862,66.747,6
Seychelles,48,0.078513972,0.688779771,0.586286247,0.150631815,0.361468285,1.181636691,0.782,0.781,0.657,0.658,44.97,2.77,86000,16214,56,74,6
Sierra Leone,75,-0.27091378,-0.102516763,-1.247650146,-0.908138454,-0.870422065,-0.796082497,0.431,0.507,0.382,0.412,88.12,22.74886,7171909,1551.823,40.829,52.941,6
Solomon Islands,26,0.284538299,0.660984755,-1.058191538,-0.964224756,-0.474889934,-0.343763322,0.515,0.781,0.657,0.658,44.97,2.77,515870,2198,18,73,6
South Africa,8264,0.6485852,-0.212992936,0.116498068,0.224308655,0.036860969,-0.043698575,0.701,0.656,0.72,0.73,9.43,0.4585227,55386369,12840.04,64.828,62.649,6
Sri Lanka,1861,-0.29613018,0.090368114,0.012744916,-0.047445498,0.05063723,-0.348609656,0.776,0.866,0.751,0.718,40.75,0.5663016,20970000,11890.52,18.256,76.316,6
Suriname,145,0.411409616,0.256688297,-0.346649587,-0.610706031,-0.197424546,-0.244158536,0.725,0.781,0.657,0.658,44.97,2.77,524000,9303,71,71,6
Tanzania,585,-0.222010151,-0.41619435,-0.622383058,-0.40909636,-0.382719696,-0.686201811,0.514,0.663,0.431,0.474,83.56,5.561099,51482638,2354.139,31.617,63.111,6
Thailand,23029,-0.969098032,-0.99442929,0.28014797,0.210493371,-0.168065548,-0.532454133,0.749,0.863,0.64,0.762,48.73,0.0154153,68714519,16285.39,47.694,76.091,6
Timor-Leste,15,0.186164752,-0.271886349,-1.069393873,-0.981259465,-1.112151623,-0.542160153,0.61,0.746,0.497,0.612,67.89,7.601909,1196294,3297.889,29.49,68.459,6
Togo,262,-0.700742722,-0.231348053,-1.204812407,-0.843438804,-0.799924314,-0.733909905,0.484,0.781,0.657,0.658,44.97,2.77,6191155,1509,39,59,6
Tonga,12,0.661673129,0.88633436,-0.300382078,-0.42096892,-0.232652798,-0.413508683,0.717,0.781,0.657,0.658,44.97,2.77,104000,4099,24,73,6
Trinidad and Tobago,1138,0.480548501,0.286114305,0.283133984,0.073671617,-0.134540498,-0.339452952,0.792,0.814,0.714,0.855,16.74,0,1370332,29053.33,53.319,72.941,6
Tunisia,4106,0.241406426,-0.96038723,-0.069419339,-0.369946033,-0.02608058,-0.050443694,0.729,0.86,0.645,0.698,19.5,1.185327,11179951,10510.33,68.056,75.922,6
Turkey,24684,0.6485852,-0.212992936,0.116498068,0.224308655,0.036860969,-0.043698575,0.801,0.87,0.704,0.838,28.44,0.2505474,78529413,25958.64,73.611,76.532,6
Uganda,250,-0.567804515,-0.804501653,-0.548271418,-0.300335467,-0.403002024,-1.063391447,0.525,0.637,0.501,0.454,74.81,5.158063,38225447,2054.09,22.06,61.373,6
Ukraine,3706,-0.086787418,-1.961800098,-0.524381638,-0.598943889,-0.855242252,-1.018159986,0.765,0.793,0.791,0.714,14.71,1.611827,45154036,11237.07,69.061,71.1895,6
United Arab Emirates,12689,-1.11241889,0.759545386,1.505398035,1.106638789,0.63697958,1.068665862,0.836,0.781,0.657,0.658,44.97,2.77,8264070,68221,85,77,6
Uruguay,848,1.143421888,1.004238248,0.477395326,0.601099372,0.761851609,1.335892081,0.806,0.883,0.743,0.798,23.15,0.0456062,3412013,22425.83,95.045,77.369,6
Uzbekistan,574.5,-1.956137896,-0.373036414,-0.670059741,-1.663137794,-1.133775353,-1.270281315,0.68,0.781,0.657,0.658,44.97,2.77,27865738,6219,51,73,6
Vanuatu,20,0.592993319,0.478408933,-0.791757166,-0.343001187,0.145695299,-0.134729549,0.597,0.781,0.657,0.658,44.97,2.77,215000,2809,31,73,6
Venezuela,3020,-0.204202279,-1.066546202,-0.691085339,-0.759863615,-0.577400088,-0.650866568,0.769,0.809,0.724,0.778,34.14,0,30081827,16045.98,88.154,72.584,6
VietNam,17744,-1.358860254,0.069970489,0.092465773,-0.488062769,-0.344360977,-0.429407835,0.688,0.848,0.619,0.622,57.76,1.727788,92677082,6438.26,33.809,75.11,6
Yemen,91,-0.204202279,-1.066546202,-0.691085339,-0.759863615,-0.577400088,-0.650866568,0.483,0.709,0.342,0.467,44.03,4.327021,26497881,3108.764,34.777,66.085,6
Zambia,203,-0.066543974,0.151694864,-0.612141967,-0.476323843,-0.219869152,-0.346599162,0.569,0.642,0.538,0.533,76.86,3.825193,15879370,3443.553,41.907,61.737,6
Zimbabwe,131,-1.166087151,-0.618156314,-1.2021662,-1.63175118,-1.324131131,-1.317810893,0.553,0.608,0.56,0.495,66.14,4.384073,13814642,3198.982,32.385,59.534,6
Afghanistan,6,-1.037788033,-2.671053886,-1.254181504,-1.336581707,-1.5123806,-1.534049273,0.498,0.785,0.66,0.659,44.59,22.5,28803167,1878,27,64,7
Albania,642,0.170948684,0.344644666,0.059715111,0.196168706,-0.304018438,-0.44898048,0.788,0.895,0.745,0.732,55.9,1.418908,2876101,12291.87,58.421,78.194,7
Algeria,4366,-0.861592352,-1.097525716,-0.430877894,-1.230026245,-0.906229854,-0.652786314,0.743,0.866,0.66,0.717,27.05,0.0912168,40551398,11826.17,71.459,76.298,7
Angola,1151,-1.140292645,-0.315898836,-0.936142445,-0.957892835,-0.99123174,-1.467879415,0.578,0.614,0.487,0.646,71.7,0.2154717,28842482,7568.998,64.149,59.925,7
Antigua and Barbuda,27,0.633674026,0.878607213,0.263139009,0.337577105,0.503302038,0.688038766,0.778,0.785,0.66,0.659,44.59,3.3,86754,19810,26,76,7
Argentina,4567,0.493365467,0.204625502,0.250169098,-0.33751902,-0.304281622,-0.274941713,0.839,0.865,0.834,0.819,21.12,0.00048,43590368,23189.53,91.627,76.221,7
Armenia,160,-0.579242349,-0.662263811,-0.275093079,0.214404643,-0.143536806,-0.637749076,0.766,0.841,0.744,0.718,40.91,3.024941,2936147,11303.07,63.082,74.64,7
Aruba,72,1.279364109,1.284199238,0.888866127,-1.088867188,1.253774881,1.28040731,0,0.785,0.66,0.659,44.59,3.3,101484,26687,44,75,7
Azerbaijan,775,-1.56097424,-0.803879082,-0.11617627,-0.386264741,-0.523486674,-0.831865549,0.758,0.785,0.66,0.659,44.59,3.3,8536700,3874,53,76,7
Bahrain,910,-1.372028351,-0.793425679,0.325291306,0.604506552,0.451010048,-0.021893913,0.824,0.785,0.66,0.659,44.59,3.3,1234571,24603,89,76,7
Bangladesh,3567.83,-0.583839417,-1.261936784,-0.675904393,-0.804246247,-0.657332778,-0.863241136,0.606,0.797,0.496,0.563,57.87,1.081623,157977151,3920.145,35.083,71.785,7
Barbados,105,1.08579421,0.976609886,1.077202797,0.477260143,0.788659275,1.25191021,0.795,0.785,0.66,0.659,44.59,3.3,273925,16217,31,75,7
Belarus,1054,-1.339388609,0.142281473,-0.472853124,-1.079789042,-0.750816524,-0.198352844,0.808,0.785,0.66,0.659,44.59,3.3,9469200,11843,79,74,7
Belize,53,0.570842862,0.060622137,-0.600371897,-0.483711928,-0.957332134,-0.20044896,0.708,0.785,0.66,0.659,44.59,3.3,304106,8883,53,76,7
Benin,129,0.408386111,-0.002027171,-0.597261608,-0.573481381,-0.612020731,-0.501190603,0.533,0.629,0.472,0.51,88.03,4.273314,10872072,2961.44,46.229,60.885,7
Bhutan,6.75,-0.025891906,1.123296738,0.555250704,-0.674993694,0.532755733,1.143277049,0.607,0.785,0.66,0.659,44.59,3.3,708427,8249,39,74,7
Bolivia,817,-0.036398344,-0.248866364,-0.576043069,-1.008276939,-1.228689551,-0.754407942,0.702,0.779,0.67,0.663,65,2.090352,11031822,8202.544,68.738,70.626,7
Bosnia and Herzegovina,1053,-0.131173372,-0.397838831,-0.413330823,-0.128769919,-0.173778623,-0.461519122,0.772,0.877,0.709,0.74,19.08,2.634071,3386263,13194.33,47.518,76.998,7
Botswana,106,0.403236479,0.994560003,0.528043211,0.736300766,0.40187946,0.900315821,0.72,0.741,0.659,0.763,22.73,0.6308927,2159925,17117.27,67.933,68.178,7
Brazil,16603,0.451864898,-0.377205431,-0.221285507,-0.179583877,-0.184023544,-0.422299951,0.758,0.85,0.684,0.748,27.38,0.0383835,206163056,14451.15,86.042,75.23,7
Brunei Darussalam,332,-0.900963008,1.154172063,1.079201698,0.589656472,0.555983782,0.562653184,0.853,0.785,0.66,0.659,44.59,3.3,393162,28736,80,76,7
Bulgaria,4711,0.402202278,0.077333264,0.120276362,0.710182667,-0.123008624,-0.236125767,0.811,0.842,0.793,0.799,8.18,0,7127822,20513.1,74.329,74.8122,7
Burkina Faso,160,0.013836443,-0.867375851,-0.595434606,-0.437461883,-0.43945533,-0.145827129,0.428,0.621,0.286,0.442,86.22,8.39588,18646350,1981.43,28.134,60.354,7
Burundi,17,-1.555478096,-1.970720768,-1.455983877,-0.844684064,-1.476552248,-1.260349035,0.438,0.624,0.429,0.313,83.78,25.09941,10488002,794.6042,12.388,60.528,7
Cambodia,1885,-1.105340958,0.21103783,-0.69183284,-0.475072771,-1.070237637,-1.283803344,0.576,0.754,0.472,0.537,51,3.877148,15766290,3733.525,22.582,68.977,7
Cameroon,741,-1.03098774,-1.062136889,-0.782967508,-0.799411178,-1.04694736,-1.158264041,0.553,0.586,0.54,0.536,73.35,2.358132,23926549,3524.443,55.179,58.063,7
Central African Republic,8,-1.080355525,-1.789266825,-1.785910368,-1.407378435,-1.841541409,-1.280093908,0.352,0.785,0.66,0.659,44.59,3.3,4546100,656,43,52,7
Chile,5873,0.995688796,0.413110524,0.864224792,1.371998668,0.984509945,1.056977987,0.845,0.92,0.799,0.821,22.41,0.0735455,18209072,24531.36,87.422,79.779,7
China,243981,-1.559570432,-0.499395043,0.377766103,-0.303584039,-0.309236586,-0.243200898,0.738,0.785,0.66,0.659,44.59,3.3,1338612968,8823,57,76,7
Colombia,4261,0.121845424,-0.882459342,-0.007103793,0.348109424,-0.248015717,-0.360338539,0.76,0.873,0.673,0.748,47.28,0.3955139,48175048,14194.52,80.108,76.732,7
Comoros,14,-0.290625662,0.035759903,-1.639262915,-1.088867188,-1.038780212,-0.685008645,0.498,0.785,0.66,0.659,44.59,3.3,752438,607,28,63,7
Costa Rica,1888,1.117966652,0.661428332,0.309364438,0.536265492,0.451842934,0.710135281,0.801,0.919,0.714,0.783,19.7,0.1786918,4899336,19736.67,77.735,79.738,7
Croatia,3274,0.525383711,0.663769484,0.454411864,0.248335615,0.361451805,0.183709353,0.841,0.893,0.802,0.832,8.72,0,4174349,25599.84,56.403,78.0219,7
Djibouti,33,-1.370621085,-0.626400411,-1.013664842,-0.739352286,-0.988178313,-0.669372201,0.476,0.785,0.66,0.659,44.59,3.3,818159,3104,79,64,7
Dominica,14.333,0.899462402,1.002437711,0.150095642,0.187672541,0.677339852,0.64534831,0.715,0.785,0.66,0.659,44.59,3.3,73746,7532,69,75,7
Dominican Republic,1808,0.181932896,0.252106041,-0.262045592,0.000289518,-0.378889054,-0.789947569,0.743,0.823,0.655,0.761,39.69,0.2438898,10397738,16166.61,79.436,73.471,7
Ecuador,1663,-0.247136489,-0.085357964,-0.352582246,-0.946916282,-0.635915816,-0.659781873,0.758,0.867,0.704,0.715,45.23,0.2483662,16491116,11551.62,63.534,76.365,7
Egypt,4797,0.648347199,-0.14150399,0.132853389,0.130060062,0.063835822,0.044075001,0.696,0.792,0.604,0.705,19.73,0.7431625,94447071,10795.81,42.732,71.482,7
El Salvador,834,0.188971519,-0.099291369,-0.319865674,-0.039981022,-0.743229032,-0.534401655,0.671,0.81,0.566,0.66,35.97,0.5620821,6356137,8309.441,70.501,72.644,7
Ethiopia,441,-1.402380109,-1.619813204,-0.660469055,-1.100014567,-0.494181752,-0.420890152,0.467,0.7,0.327,0.444,85.56,5.515399,103603461,1894.897,19.866,65.482,7
Fiji,190,0.028574849,0.91781497,-0.235701814,-0.218169883,-0.057176415,0.380507231,0.724,0.785,0.66,0.659,44.59,3.3,837271,4055,56,67,7
Gabon,451,-0.968354881,-0.104910977,-0.799578965,-0.70697397,-0.597633183,-0.737772644,0.702,0.785,0.66,0.659,44.59,3.3,1545255,8233,87,65,7
Georgia,499,0.295233637,-0.31329149,0.458598971,0.86886698,0.357220918,0.746462643,0.792,0.819,0.835,0.728,51.74,3.204491,3727505,12963.74,57.837,73.207,7
Ghana,1365,0.583630621,-0.130928621,-0.222265705,-0.289217651,0.050368041,-0.155562237,0.598,0.663,0.556,0.58,69.91,2.443683,28481947,4712.514,54.749,63.124,7
Guatemala,1767,-0.290310234,-0.542592645,-0.621087372,-0.289470136,-1.019246936,-0.771265268,0.653,0.824,0.511,0.662,34.57,0.4107327,15827690,8206.048,50.319,73.541,7
